"date","pixel","evi_raw","evi_qc","type","evi_filtered"
2000-05-24,"43_43",0.4119,37053,"TERA",NA
2000-06-09,"43_43",0.4095,4365,"TERA",NA
2000-06-25,"43_43",0.4098,4285,"TERA",NA
2000-07-11,"43_43",0.3783,4349,"TERA",NA
2000-07-27,"43_43",0.213,4106,"TERA",NA
2000-08-12,"43_43",0.3421,4365,"TERA",NA
2000-08-28,"43_43",0.4165,4305,"TERA",NA
2000-09-13,"43_43",0.3362,4229,"TERA",NA
2000-09-29,"43_43",0.3536,4160,"TERA",NA
2000-10-15,"43_43",0.3102,4160,"TERA",NA
2000-10-31,"43_43",0.3069,4160,"TERA",NA
2000-11-16,"43_43",0.3189,4160,"TERA",NA
2000-12-02,"43_43",0.2874,4160,"TERA",NA
2000-12-18,"43_43",0.3052,4164,"TERA",NA
2001-01-01,"43_43",0.26,2112,"TERA",NA
2001-01-17,"43_43",0.2613,4160,"TERA",NA
2001-02-02,"43_43",0.2698,4160,"TERA",NA
2001-02-18,"43_43",0.2525,4160,"TERA",NA
2001-03-06,"43_43",0.2588,4160,"TERA",NA
2001-03-22,"43_43",0.4017,4160,"TERA",NA
2001-04-07,"43_43",0.3876,4160,"TERA",NA
2001-04-23,"43_43",0.3951,4160,"TERA",NA
2001-05-09,"43_43",0.4198,4160,"TERA",NA
2001-05-25,"43_43",0.3751,4301,"TERA",NA
2001-06-10,"43_43",0.3845,4365,"TERA",NA
2001-06-26,"43_43",0.4537,3290,"TERA",NA
2001-07-12,"43_43",0.4024,4110,"TERA",NA
2001-07-28,"43_43",0.2736,4365,"TERA",NA
2001-08-13,"43_43",0.3234,4160,"TERA",NA
2001-08-29,"43_43",0.398,4305,"TERA",NA
2001-09-14,"43_43",0.2992,4160,"TERA",NA
2001-09-30,"43_43",0.2791,4160,"TERA",NA
2001-10-16,"43_43",0.2782,4160,"TERA",NA
2001-11-01,"43_43",0.2945,4160,"TERA",NA
2001-11-17,"43_43",0.2726,4160,"TERA",NA
2001-12-03,"43_43",0.2664,4160,"TERA",NA
2001-12-19,"43_43",0.2557,4164,"TERA",NA
2002-01-01,"43_43",0.2681,4160,"TERA",NA
2002-01-17,"43_43",0.264,4160,"TERA",NA
2002-02-02,"43_43",0.2627,4160,"TERA",NA
2002-02-18,"43_43",0.2886,4160,"TERA",NA
2002-03-06,"43_43",0.3094,4160,"TERA",NA
2002-03-22,"43_43",0.3473,4233,"TERA",NA
2002-04-07,"43_43",0.4044,4160,"TERA",NA
2002-04-23,"43_43",0.433,4160,"TERA",NA
2002-05-09,"43_43",0.454,4233,"TERA",NA
2002-05-25,"43_43",0.375,4305,"TERA",NA
2002-06-10,"43_43",0.414,37141,"TERA",NA
2002-06-26,"43_43",0.4435,4301,"TERA",NA
2002-07-12,"43_43",0.4356,4229,"TERA",NA
2002-07-28,"43_43",0.3843,4164,"TERA",NA
2002-08-13,"43_43",0.4245,4305,"TERA",NA
2002-08-29,"43_43",0.3932,4106,"TERA",NA
2002-09-14,"43_43",0.3943,4233,"TERA",NA
2002-09-30,"43_43",0.3305,37141,"TERA",NA
2002-10-16,"43_43",0.3367,4160,"TERA",NA
2002-11-01,"43_43",0.2803,4160,"TERA",NA
2002-11-17,"43_43",0.2738,4160,"TERA",NA
2002-12-03,"43_43",0.2566,4160,"TERA",NA
2002-12-19,"43_43",0.2972,4164,"TERA",NA
2003-01-01,"43_43",0.2972,4160,"TERA",NA
2003-01-17,"43_43",0.2754,4160,"TERA",NA
2003-02-02,"43_43",0.2572,4160,"TERA",NA
2003-02-18,"43_43",0.274,4160,"TERA",NA
2003-03-06,"43_43",0.2944,4160,"TERA",NA
2003-03-22,"43_43",0.2137,4160,"TERA",NA
2003-04-07,"43_43",0.1896,4160,"TERA",NA
2003-04-23,"43_43",0.1959,4160,"TERA",NA
2003-05-09,"43_43",0.2859,4160,"TERA",NA
2003-05-25,"43_43",0.2956,4229,"TERA",NA
2003-06-10,"43_43",0.2625,4160,"TERA",NA
2003-06-26,"43_43",0.3828,4369,"TERA",NA
2003-07-12,"43_43",0.1751,5142,"TERA",NA
2003-07-28,"43_43",0.2966,5142,"TERA",NA
2003-08-13,"43_43",0.2923,4229,"TERA",NA
2003-08-29,"43_43",0.2725,37141,"TERA",NA
2003-09-14,"43_43",0.316,4160,"TERA",NA
2003-09-30,"43_43",0.3552,4164,"TERA",NA
2003-10-16,"43_43",0.2515,4160,"TERA",NA
2003-11-01,"43_43",0.2302,4160,"TERA",NA
2003-11-17,"43_43",0.2464,4160,"TERA",NA
2003-12-03,"43_43",0.2463,4160,"TERA",NA
2003-12-19,"43_43",0.2352,4164,"TERA",NA
2004-01-01,"43_43",0.2461,4160,"TERA",NA
2004-01-17,"43_43",0.2464,4160,"TERA",NA
2004-02-02,"43_43",0.2373,4160,"TERA",NA
2004-02-18,"43_43",0.2102,4160,"TERA",NA
2004-03-05,"43_43",0.2567,2112,"TERA",NA
2004-03-21,"43_43",0.1679,4160,"TERA",NA
2004-04-06,"43_43",0.2927,4160,"TERA",NA
2004-04-22,"43_43",0.3096,4164,"TERA",NA
2004-05-08,"43_43",0.315,4160,"TERA",NA
2004-05-24,"43_43",0.4035,4233,"TERA",NA
2004-06-09,"43_43",0.3042,4365,"TERA",NA
2004-06-25,"43_43",0.3679,4164,"TERA",NA
2004-07-11,"43_43",0.321,4301,"TERA",NA
2004-07-27,"43_43",0.3167,4365,"TERA",NA
2004-08-12,"43_43",0.3175,4365,"TERA",NA
2004-08-28,"43_43",0.319,4229,"TERA",NA
2004-09-13,"43_43",0.3291,4160,"TERA",NA
2004-09-29,"43_43",0.3259,4229,"TERA",NA
2004-10-15,"43_43",0.2806,4160,"TERA",NA
2004-10-31,"43_43",0.2832,4160,"TERA",NA
2004-11-16,"43_43",0.2891,4160,"TERA",NA
2004-12-02,"43_43",0.2614,4160,"TERA",NA
2004-12-18,"43_43",0.3155,4164,"TERA",NA
2005-01-01,"43_43",0.3155,4160,"TERA",NA
2005-01-17,"43_43",0.2497,4160,"TERA",NA
2005-02-02,"43_43",0.2618,4160,"TERA",NA
2005-02-18,"43_43",0.241,4160,"TERA",NA
2005-03-06,"43_43",0.2527,4160,"TERA",NA
2005-03-22,"43_43",0.2709,4160,"TERA",NA
2005-04-07,"43_43",0.2953,4229,"TERA",NA
2005-04-23,"43_43",0.3045,4160,"TERA",NA
2005-05-09,"43_43",0.3596,4160,"TERA",NA
